Invoice_No,Payment_Value,Payment_Date,DSO_Days
INV004190,481357.08,2026-04-04,0
INV004191,458085.92,2026-04-14,0
INV004192,369996.09,2026-04-16,0
INV004193,253601.23,2026-05-11,15
INV004194,849116.61,2026-04-08,0
INV004195,632691.38,2026-04-23,0
INV004196,648515.06,2026-04-19,0
INV004197,189201.11,2026-04-22,15
INV004198,626327.27,2026-04-14,0
INV004199,50082.06,2026-07-05,90
INV004200,436846.38,2026-05-31,45
INV004201,257346.48,2026-04-24,0
INV004202,105315.51,2026-05-13,30
INV004203,123908.66,2026-04-26,15
INV004204,250475.98,2026-05-12,15
INV004205,217422.09,2026-04-19,0
INV004206,298766.92,2026-04-04,0
INV004207,413565.16,2026-04-25,0
INV004208,238430.47,2026-05-11,30
INV004209,355761.76,2026-05-03,15
INV004210,862842.36,2026-04-11,0
INV004211,619933.45,2026-05-24,30
INV004212,350991.29,2026-04-18,0
INV004213,407964.35,2026-04-02,0
INV004214,764068.33,2026-05-08,15
INV004215,664195.08,2026-04-02,0
INV004216,447732.57,2026-05-08,15
INV004217,809301.32,2026-04-07,0
INV004218,163825.54,2026-04-24,0
INV004219,148053.69,2026-05-18,15
INV004220,134337.46,2026-06-01,30
INV004221,449004.36,2026-05-09,0
INV004222,231482.09,2026-05-23,0
INV004223,145802.19,2026-05-26,0
INV004224,290062.93,2026-06-08,15
INV004225,273030.15,2026-06-05,30
INV004226,163431.36,2026-05-14,0
INV004227,130530.89,2026-05-19,0
INV004228,153301.72,2026-05-02,0
INV004229,96059.27,2026-05-26,0
INV004230,446324.15,2026-05-02,0
INV004231,207874.89,2026-05-16,0
INV004232,368055.17,2026-05-10,0
INV004233,578099.73,2026-06-16,30
INV004234,1448998.62,2026-05-20,15
INV004235,1903640.23,2026-06-20,30
INV004236,1526564.98,2026-05-19,15
INV004237,804877.22,2026-05-20,0
INV004238,427423.54,2026-05-06,0
INV004239,400716.93,2026-05-13,0
INV004240,1079803.62,2026-05-10,0
INV004241,998987.67,2026-05-03,0
INV004242,474323.44,2026-05-26,0
INV004243,484854.12,2026-05-01,0
INV004244,352582.35,2026-05-24,15
INV004245,558776.88,2026-06-01,30
INV004246,261545.58,2026-06-04,30
INV004247,178670.21,2026-05-16,0
INV004248,257722.61,2026-05-01,0
INV004249,742185.56,2026-05-09,0
INV004250,462425.41,2026-06-02,30
INV004251,857565.54,2026-06-08,15
INV004252,333040.01,2026-06-06,15
INV004253,917740.01,2026-05-16,0
INV004254,500233.49,2026-06-14,30
INV004255,359675.38,2026-05-23,0
INV004256,455965.62,2026-05-05,0
INV004257,208682.06,2026-05-18,0
INV004258,663758.23,2026-05-11,0
INV004259,154306.04,2026-05-16,0
INV004260,824806.37,2026-06-25,30
INV004261,528425.18,2026-06-19,30
INV004262,408663.72,2026-05-22,0
INV004263,310950.85,2026-07-02,60
INV004264,605728.34,2026-05-25,0
INV004265,456128.09,2026-05-06,0
INV004266,172628.36,2026-05-15,0
INV004267,291663.39,2026-05-13,0
INV004268,493887.4,2026-05-17,0
INV004269,627542.89,2026-06-13,30
INV004270,597953.76,2026-05-17,15
INV004271,78925.03,2026-05-27,0
INV004272,601030.95,2026-05-26,0
INV004273,160943.4,2026-05-29,15
INV004274,519108.06,2026-05-09,0
INV004275,1386490.83,2026-05-06,0
INV004276,1317430.14,2026-06-16,30
INV004277,1480911.13,2026-05-20,15
INV004278,1326702.97,2026-05-12,0
INV004279,638161.14,2026-05-04,0
INV004280,418001.01,2026-05-27,15
INV004281,933299.19,2026-06-26,30
INV004282,1041009.07,2026-06-17,30
INV004283,322360.66,2026-06-01,30
INV004284,1604809.86,2026-06-17,30
INV004285,822967.08,2026-06-09,30
INV004286,216881.35,2026-06-08,30
INV004287,350636.97,2026-05-12,0
INV004288,688903.73,2026-06-30,60
INV004289,675685.47,2026-05-15,0
INV004290,433323.7,2026-06-03,30
INV004291,678121.43,2026-05-10,0
INV004292,122523.03,2026-05-03,0
INV004293,282786.95,2026-05-05,0
INV004294,68002.7,2026-05-10,0
INV004295,132463.54,2026-05-26,0
INV004296,255440.29,2026-05-17,0
INV004297,200612.64,2026-06-06,15
INV004298,302414.43,2026-05-12,0
INV004299,320759.66,2026-05-07,0
INV004300,1032387.91,2026-05-25,0
INV004301,763376.96,2026-05-30,15
INV004302,734513.25,2026-05-12,0
INV004303,213004.05,2026-05-02,0
INV004304,472055.15,2026-06-15,45
INV004305,282474.25,2026-06-04,30
INV004306,876283.39,2026-05-24,0
INV004307,1216054.24,2026-05-18,15
INV004308,689396.26,2026-05-12,0
INV004309,647863.69,2026-06-26,30
INV004310,905457.29,2026-05-04,0
INV004311,474253.86,2026-05-17,0
INV004312,510699.81,2026-05-01,0
INV004313,434039.65,2026-05-26,0
INV004314,258887.08,2026-07-23,60
INV004315,419100.59,2026-05-19,0
INV004316,338946.81,2026-06-03,15
INV004317,86159.51,2026-05-21,15
INV004318,520795.83,2026-05-18,0
INV004319,283531.77,2026-06-03,15
INV004320,147958.38,2026-05-12,0
INV004321,2069636.51,2026-05-15,0
INV004322,1529321.61,2026-05-14,0
INV004323,1026989.22,2026-05-26,0
INV004324,402812.2,2026-05-12,0
INV004325,403745.27,2026-05-20,0
INV004326,1636939.38,2026-06-27,45
INV004327,1502707.88,2026-05-16,15
INV004328,451396.42,2026-06-20,30
INV004329,1580873.52,2026-07-07,45
INV004330,2124903.88,2026-05-09,0
INV004331,505422.26,2026-05-21,0
INV004332,736031.61,2026-06-21,30
INV004333,352577.72,2026-06-21,30
INV004334,348418.33,2026-06-09,30
INV004335,141566.94,2026-05-10,0
INV004336,461426.5,2026-05-28,15
INV004337,515317.75,2026-05-04,0
INV004338,282614.61,2026-05-14,0
INV004339,354340.03,2026-06-04,30
INV004340,584674.44,2026-05-17,0
INV004341,207462.84,2026-05-29,15
INV004342,269217.82,2026-05-12,0
INV004343,205139.71,2026-06-01,15
INV004344,218328.67,2026-05-07,0
INV004345,234604.12,2026-05-20,0
INV004346,328444.21,2026-05-21,0
INV004347,182580.83,2026-06-02,15
INV004348,161862.46,2026-06-02,30
INV004349,1208405.92,2026-05-27,15
INV004350,1273727.41,2026-05-15,0
INV004351,369493.29,2026-05-10,0
INV004352,1576566.01,2026-05-19,0
INV004353,1131198.94,2026-06-05,30
INV004354,1376300.86,2026-05-27,0
INV004355,334532.58,2026-06-16,30
INV004356,414159.75,2026-05-04,0
INV004357,304368.95,2026-05-10,0
INV004358,1103788.22,2026-06-23,45
INV004359,212890.86,2026-05-23,15
INV004360,1825664.29,2026-05-22,0
INV004361,443601.05,2026-05-10,0
INV004362,785679.74,2026-06-29,45
INV004363,423398.96,2026-06-26,30
INV004364,702494.57,2026-05-19,0
INV004365,377388.35,2026-05-06,0
INV004366,445776.83,2026-05-06,0
INV004367,415985.34,2026-05-24,0
INV004368,883969.28,2026-05-25,0
INV004369,401717.66,2026-05-01,0
INV004370,866520.04,2026-06-16,30
INV004371,477213.24,2026-05-07,0
INV004372,462480.51,2026-05-25,0
INV004373,1012348.77,2026-05-05,0
INV004374,332289.24,2026-06-08,15
INV004375,635367.87,2026-06-02,30
INV004376,378959.89,2026-05-24,0
INV004377,467712.21,2026-05-21,0
INV004378,519451.4,2026-05-16,15
INV004379,647556.94,2026-05-22,0
INV004380,479429.34,2026-05-24,0
INV004381,457719.3,2026-05-11,0
INV004382,387742.26,2026-05-22,15
INV004383,457719.26,2026-06-16,30
INV004384,614585.78,2026-05-24,0
INV004385,276587.28,2026-05-17,0
INV004386,497074.36,2026-05-17,0
INV004387,419964.13,2026-05-23,15
INV004388,452585.56,2026-05-17,0
INV004389,1137358.93,2026-05-23,0
INV004390,644288.03,2026-06-18,45
INV004391,497668.82,2026-06-21,45
INV004392,550955.89,2026-05-01,0
INV004393,772176.21,2026-05-22,0
INV004394,746815.13,2026-06-10,30
INV004395,430460.2,2026-07-15,60
INV004396,217423.13,2026-06-06,30
INV004397,726271.23,2026-05-25,0
INV004398,299680.73,2026-05-18,0
INV004399,330906.78,2026-05-14,0
INV004400,391709.75,2026-05-21,0
INV004401,127376.85,2026-05-21,15
INV004402,483491.33,2026-05-20,0
INV004403,239518.93,2026-07-12,60
INV004404,283319.34,2026-08-23,90
INV004405,588408.79,2026-05-19,0
INV004406,431588.97,2026-05-24,15
INV004407,578032.75,2026-05-07,0
INV004408,518122.49,2026-05-10,0
INV004409,237589.74,2026-05-23,0
INV004410,130165.62,2026-05-24,0
INV004411,1434736.42,2026-05-19,15
INV004412,1693081.88,2026-05-25,0
INV004413,1961787.88,2026-05-04,0
INV004414,1721002.66,2026-05-08,0
INV004415,365178.58,2026-05-26,0
INV004416,1627616.41,2026-05-11,0
INV004417,1241606.35,2026-05-18,0
INV004418,1906280.63,2026-05-20,0
INV004419,664827.46,2026-07-14,60
INV004420,917525.94,2026-05-12,0
INV004421,1717219.08,2026-05-06,0
INV004422,472652.6,2026-06-04,15
INV004423,273603.08,2026-06-28,45
INV004424,1002632.89,2026-06-28,45
INV004425,803388.68,2026-05-25,0
INV004426,1393918.76,2026-05-06,0
INV004427,1251285.2,2026-06-01,15
INV004428,1238035.47,2026-05-09,0
INV004429,1494274.84,2026-06-07,15
INV004430,1512852.11,2026-05-15,0
INV004431,389553.44,2026-06-14,30
INV004432,393086.2,2026-05-03,0
INV004433,1064850.75,2026-05-15,0
INV004434,106128.26,2026-06-08,15
INV004435,157965.31,2026-05-24,0
INV004436,67031.19,2026-06-02,15
INV004437,120424.02,2026-06-04,30
INV004438,205068.97,2026-05-18,0
INV004439,348770.59,2026-05-16,0
INV004440,535048.62,2026-06-09,15
INV004441,308344.43,2026-05-02,0
INV004442,852810.79,2026-07-06,60
INV004443,470227.81,2026-06-10,15
INV004444,797273.75,2026-05-03,0
INV004445,614087.78,2026-06-06,15
INV004446,735069.45,2026-05-25,0
INV004447,1239529.59,2026-05-04,0
INV004448,478838.03,2026-05-28,15
INV004449,1028899.54,2026-05-17,0
INV004450,1217470.44,2026-06-06,15
INV004451,782222.5,2026-06-17,45
INV004452,425903.91,2026-05-19,0
INV004453,833999.31,2026-05-10,0
INV004454,1063125.99,2026-05-08,0
INV004455,633425.44,2026-06-05,15
INV004456,267447.57,2026-05-23,0
INV004457,203856.25,2026-05-13,0
INV004458,75997.41,2026-05-27,15
INV004459,221080.68,2026-05-13,0
INV004460,216407.74,2026-06-08,30
INV004461,77763.75,2026-05-18,0
INV004462,398596.16,2026-05-12,0
INV004463,1806614.72,2026-05-11,0
INV004464,401687.04,2026-06-14,30
INV004465,1266932.08,2026-05-17,0
INV004466,1769935.83,2026-05-31,30
INV004467,947759.08,2026-05-02,0
INV004468,1795581.29,2026-05-19,0
INV004469,360352.28,2026-07-04,45
INV004470,437424.6,2026-06-03,30
INV004471,231657.62,2026-05-12,0
INV004472,276241.55,2026-05-28,15
INV004473,112039.23,2026-05-06,0
INV004474,190004.34,2026-06-17,30
INV004475,306897.51,2026-05-07,0
INV004476,707659.42,2026-05-14,0
INV004477,730465.88,2026-05-04,0
INV004478,559780.39,2026-07-05,45
INV004479,367125.55,2026-06-20,30
INV004480,534626.05,2026-06-05,30
INV004481,183517.91,2026-05-08,0
INV004482,252723.86,2026-05-25,0
INV004483,157001.92,2026-05-15,0
INV004484,94121.79,2026-05-18,0
INV004485,239333.5,2026-05-07,0
INV004486,289107.9,2026-05-12,0
INV004487,396002.45,2026-05-07,0
INV004488,111231.38,2026-05-19,0
INV004489,134340.58,2026-05-23,15
INV004490,140577.6,2026-05-12,0
INV004491,418126.6,2026-05-07,0
INV004492,564241.94,2026-05-21,0
INV004493,1641846.01,2026-05-30,15
INV004494,1136132.06,2026-05-28,15
INV004495,1863740.89,2026-05-26,15
INV004496,1030328.86,2026-06-27,45
INV004497,1315057.31,2026-05-25,0
INV004498,317708.43,2026-05-25,0
INV004499,738551.31,2026-05-13,0
INV004500,1035306.57,2026-05-08,0
INV004501,184129.62,2026-06-05,30
INV004502,716303.02,2026-05-05,0
INV004503,535923.16,2026-05-16,15
INV004504,929350.68,2026-05-20,0
INV004505,460349.52,2026-05-06,0
INV004506,651278.65,2026-05-03,0
INV004507,417729.0,2026-07-17,60
INV004508,706055.54,2026-05-14,0
INV004509,746591.85,2026-06-15,30
INV004510,217547.97,2026-06-05,30
INV004511,554239.94,2026-05-10,0
INV004512,369487.68,2026-06-05,30
INV004513,370652.8,2026-06-12,30
INV004514,511045.84,2026-05-14,0
INV004515,495314.12,2026-06-02,15
INV004516,666361.15,2026-06-11,15
INV004517,478910.64,2026-06-13,30
INV004518,362144.78,2026-06-08,30
INV004519,573880.83,2026-05-12,0
INV004520,559746.17,2026-05-19,0
INV004521,244565.24,2026-07-08,60
INV004522,364319.83,2026-07-04,45
INV004523,395799.16,2026-06-25,30
INV004524,697638.76,2026-05-11,0
INV004525,1046421.46,2026-05-16,0
INV004526,227036.47,2026-05-17,15
INV004527,386332.83,2026-06-14,30
INV004528,981432.18,2026-05-15,0
INV004529,802184.36,2026-07-06,45
INV004530,335299.2,2026-05-14,0
INV004531,644041.64,2026-05-17,0
INV004532,338575.52,2026-06-21,45
INV004533,867786.08,2026-05-26,15
INV004534,391966.12,2026-06-07,30
INV004535,268411.83,2026-06-15,30
INV004536,760298.1,2026-06-04,30
INV004537,489925.16,2026-05-16,0
INV004538,379256.72,2026-06-06,15
INV004539,437247.68,2026-06-09,30
INV004540,944156.42,2026-05-10,0
INV004541,159642.98,2026-07-06,45
INV004542,245387.8,2026-05-22,0
INV004543,597492.53,2026-05-12,0
INV004544,356430.05,2026-05-24,0
INV004545,477546.27,2026-05-26,0
INV004546,331892.84,2026-05-26,0
INV004547,591844.06,2026-05-05,0
INV004548,437501.34,2026-06-07,30
INV004549,162750.52,2026-07-19,60
INV004550,533269.59,2026-05-10,0
INV004551,559941.22,2026-05-23,0
INV004552,388469.53,2026-05-23,0
INV004553,157950.28,2026-06-08,15
INV004554,267394.58,2026-06-18,30
INV004555,202658.84,2026-06-15,45
INV004556,813874.86,2026-05-01,0
INV004557,458758.36,2026-06-26,45
INV004558,925423.47,2026-06-15,30
INV004559,527847.64,2026-05-04,0
INV004560,406968.33,2026-08-17,90
INV004561,1797110.81,2026-06-06,15
INV004562,450148.45,2026-05-04,0
INV004563,1314757.74,2026-05-21,0
INV004564,548043.87,2026-06-03,15
INV004565,640329.39,2026-06-15,30
INV004566,321396.68,2026-05-12,0
INV004567,940317.95,2026-05-02,0
INV004568,1208692.33,2026-06-03,30
INV004569,851372.81,2026-07-20,60
INV004570,613007.76,2026-05-27,0
INV004571,1280915.58,2026-05-18,15
INV004572,1257316.68,2026-05-08,0
INV004573,1113468.96,2026-05-18,0
INV004574,422109.32,2026-08-19,90
INV004575,501887.22,2026-05-24,15
INV004576,268140.11,2026-05-27,0
INV004577,1039110.93,2026-05-15,0
INV004578,251303.67,2026-05-21,0
INV004579,55784.2,2026-05-27,0
INV004580,217914.32,2026-05-03,0
INV004581,275741.12,2026-06-03,30
INV004582,270204.05,2026-05-12,0
INV004583,294800.79,2026-05-18,0
INV004584,225531.65,2026-05-18,0
INV004585,495525.57,2026-05-21,0
INV004586,317990.52,2026-05-08,0
INV004587,698311.12,2026-05-08,0
INV004588,917472.72,2026-05-28,15
INV004589,1261725.63,2026-05-12,0
INV004590,426057.6,2026-06-09,15
INV004591,723918.99,2026-05-22,0
INV004592,215856.23,2026-05-16,0
INV004593,296367.17,2026-05-27,0
INV004594,1091066.91,2026-05-10,0
INV004595,323701.47,2026-05-02,0
INV004596,494052.5,2026-06-15,45
INV004597,617577.56,2026-05-03,0
INV004598,449719.34,2026-06-03,15
INV004599,576211.74,2026-05-18,15
INV004600,509748.66,2026-05-21,0
INV004601,925602.18,2026-06-16,30
INV004602,733280.57,2026-06-06,15
INV004603,869777.85,2026-05-15,0
INV004604,224839.67,2026-05-09,0
INV004605,1286634.61,2026-05-22,15
INV004606,641155.64,2026-05-29,15
INV004607,901115.69,2026-06-01,15
INV004608,800150.15,2026-05-04,0
INV004609,357265.34,2026-06-21,30
INV004610,424698.95,2026-07-06,60
INV004611,609602.65,2026-05-06,0
INV004612,377570.89,2026-05-04,0
INV004613,227496.79,2026-08-02,90
INV004614,369536.6,2026-05-19,0
INV004615,191161.14,2026-05-15,0
INV004616,397296.24,2026-05-11,0
INV004617,336059.15,2026-08-03,90
INV004618,564131.27,2026-05-16,0
INV004619,393708.54,2026-05-24,15
INV004620,335848.35,2026-05-01,0
INV004621,167693.44,2026-05-23,15
INV004622,758605.31,2026-05-09,0
INV004623,1678625.08,2026-05-02,0
INV004624,1388783.35,2026-06-06,15
INV004625,446685.19,2026-05-20,0
INV004626,756606.72,2026-05-20,0
INV004627,1507098.04,2026-06-18,30
INV004628,1657893.2,2026-05-12,0
INV004629,1056864.05,2026-06-02,15
INV004630,1864742.33,2026-05-07,0
INV004631,1236436.26,2026-05-21,0
INV004632,1523762.49,2026-05-25,0
INV004633,430050.12,2026-05-25,0
INV004634,332433.17,2026-05-27,0
INV004635,343603.68,2026-05-20,0
INV004636,615434.26,2026-05-19,0
INV004637,243404.67,2026-06-07,30
INV004638,780897.85,2026-05-10,0
INV004639,664887.63,2026-06-25,30
INV004640,331499.81,2026-05-10,0
INV004641,148876.27,2026-05-09,0
INV004642,283155.51,2026-06-11,15
INV004643,689246.39,2026-05-24,15
INV004644,150959.54,2026-05-15,0
INV004645,254445.87,2026-05-24,0
INV004646,107542.83,2026-05-24,0
INV004647,231003.96,2026-05-20,0
INV004648,88711.75,2026-06-08,15
INV004649,204148.95,2026-05-20,0
INV004650,1124408.4,2026-06-14,30
INV004651,608745.55,2026-05-14,0
INV004652,1075074.5,2026-05-25,15
INV004653,1024747.76,2026-05-15,0
INV004654,252153.85,2026-05-04,0
INV004655,460366.6,2026-05-17,0
INV004656,90672.36,2026-06-19,45
INV004657,131540.56,2026-05-11,0
INV004658,527382.78,2026-07-07,45
INV004659,625209.4,2026-05-06,0
INV004660,490442.57,2026-05-10,0
INV004661,366419.23,2026-05-21,0
INV004662,403259.43,2026-05-02,0
INV004663,641137.67,2026-05-28,15
INV004664,619870.68,2026-05-15,0
INV004665,320805.4,2026-06-01,15
INV004666,145583.27,2026-05-02,0
INV004667,223177.93,2026-05-14,0
INV004668,217652.46,2026-05-05,0
INV004669,206663.45,2026-06-07,15
INV004670,425327.02,2026-05-15,0
INV004671,326728.17,2026-06-20,30
INV004672,270075.14,2026-05-06,0
INV004673,74755.36,2026-05-27,0
INV004674,128340.1,2026-05-20,0
INV004675,123043.63,2026-05-24,0
INV004676,194590.76,2026-05-15,0
INV004677,388287.43,2026-05-07,0
INV004678,396385.5,2026-06-01,15
INV004679,147258.9,2026-05-28,15
INV004680,133818.7,2026-06-09,30
INV004681,173927.59,2026-07-11,45
INV004682,627142.14,2026-05-25,0
INV004683,146740.36,2026-06-28,45
INV004684,475692.93,2026-05-15,0
INV004685,441237.96,2026-05-16,0
INV004686,436701.79,2026-05-03,0
INV004687,582661.72,2026-06-28,45
INV004688,405842.23,2026-05-25,0
INV004689,360681.19,2026-07-03,30
INV004690,362069.12,2026-07-31,45
INV004691,51031.59,2026-08-22,60
INV004692,297792.98,2026-06-12,0
INV004693,348143.03,2026-07-25,30
INV004694,333322.66,2026-07-28,45
INV004695,453299.48,2026-07-08,30
INV004696,442641.89,2026-06-16,0
INV004697,136982.72,2026-06-15,0
INV004698,184641.46,2026-06-25,0
INV004699,412457.53,2026-06-04,0
INV004700,262965.68,2026-06-07,0
INV004701,1683735.97,2026-07-08,30
INV004702,1979555.04,2026-06-01,0
INV004703,500603.3,2026-06-30,15
INV004704,462548.47,2026-06-24,0
INV004705,1687199.87,2026-07-19,30
INV004706,1942592.56,2026-06-11,0
INV004707,496321.01,2026-06-17,0
INV004708,334737.66,2026-08-23,60
INV004709,344242.22,2026-06-10,0
INV004710,536496.69,2026-06-04,0
INV004711,487029.76,2026-06-02,0
INV004712,906733.9,2026-08-10,45
INV004713,591202.7,2026-06-02,0
INV004714,237954.08,2026-06-14,0
INV004715,900605.9,2026-06-12,0
INV004716,834453.35,2026-07-03,15
INV004717,843177.67,2026-06-25,0
INV004718,557361.5,2026-06-01,0
INV004719,204653.54,2026-06-03,0
INV004720,275003.55,2026-06-01,0
INV004721,257715.47,2026-06-23,0
INV004722,368395.96,2026-06-18,15
INV004723,414573.56,2026-06-09,0
INV004724,264372.83,2026-06-26,0
INV004725,546786.12,2026-06-13,0
INV004726,939899.23,2026-07-07,30
INV004727,918187.48,2026-06-12,0
INV004728,726424.32,2026-06-27,0
INV004729,259882.94,2026-08-09,45
INV004730,396779.82,2026-06-18,0
INV004731,1055229.14,2026-06-17,0
INV004732,445968.57,2026-06-17,0
INV004733,387165.38,2026-06-01,0
INV004734,202144.48,2026-06-17,0
INV004735,537749.57,2026-06-11,0
INV004736,268624.75,2026-06-18,0
INV004737,547944.79,2026-07-26,45
INV004738,159563.72,2026-08-22,60
INV004739,810156.7,2026-06-13,0
INV004740,861038.63,2026-07-18,30
INV004741,673092.52,2026-06-16,0
INV004742,649845.15,2026-06-18,15
INV004743,460171.18,2026-06-17,0
INV004744,339096.39,2026-06-24,0
INV004745,599022.32,2026-06-26,15
INV004746,323772.82,2026-08-07,45
INV004747,564779.44,2026-07-21,30
INV004748,416660.52,2026-07-27,30
INV004749,532825.46,2026-06-12,0
INV004750,371931.38,2026-06-24,15
INV004751,643050.06,2026-07-16,45
INV004752,576540.61,2026-07-05,15
INV004753,416841.88,2026-07-11,15
INV004754,290897.07,2026-06-26,0
INV004755,290608.42,2026-07-11,15
INV004756,1531630.91,2026-06-17,0
INV004757,875453.41,2026-06-23,0
INV004758,1540989.26,2026-06-10,0
INV004759,896232.57,2026-07-06,30
INV004760,865233.06,2026-06-19,0
INV004761,1265269.41,2026-06-08,0
INV004762,688285.01,2026-07-20,30
INV004763,439876.41,2026-07-20,45
INV004764,1432003.76,2026-08-03,45
INV004765,1053003.79,2026-08-10,60
INV004766,665248.94,2026-07-04,15
INV004767,721689.14,2026-06-19,0
INV004768,810250.14,2026-06-20,0
INV004769,891182.32,2026-06-26,0
INV004770,746221.67,2026-06-01,0
INV004771,1157746.5,2026-07-27,30
INV004772,1301880.02,2026-06-02,0
INV004773,549297.7,2026-08-13,60
INV004774,1256237.33,2026-07-19,45
INV004775,1094646.42,2026-07-23,45
INV004776,1256052.14,2026-07-08,30
INV004777,883905.59,2026-06-24,0
INV004778,219651.91,2026-07-11,15
INV004779,115546.86,2026-07-26,30
INV004780,162490.23,2026-07-28,45
INV004781,331859.59,2026-06-25,15
INV004782,211838.49,2026-06-01,0
INV004783,167138.97,2026-06-28,15
INV004784,986968.96,2026-07-06,30
INV004785,1241933.43,2026-06-03,0
INV004786,572865.4,2026-06-26,15
INV004787,894237.82,2026-06-20,0
INV004788,621566.4,2026-06-02,0
INV004789,210691.17,2026-06-23,15
INV004790,389552.82,2026-06-18,0
INV004791,398201.4,2026-06-10,0
INV004792,400318.63,2026-06-10,0
INV004793,622070.05,2026-07-21,30
INV004794,1154250.62,2026-06-23,0
INV004795,328233.69,2026-06-07,0
INV004796,333057.77,2026-06-10,0
INV004797,947004.46,2026-06-05,0
INV004798,898032.78,2026-06-04,0
INV004799,964486.8,2026-06-13,0
INV004800,853378.42,2026-06-20,15
INV004801,1358593.75,2026-07-01,30
INV004802,528574.34,2026-07-03,15
INV004803,1409871.69,2026-06-11,0
INV004804,711302.64,2026-06-09,0
INV004805,1190531.06,2026-06-26,0
INV004806,1104805.33,2026-07-13,30
INV004807,780955.7,2026-06-17,0
INV004808,396573.91,2026-06-25,15
INV004809,486344.22,2026-06-26,0
INV004810,204071.11,2026-07-14,30
INV004811,498883.99,2026-06-18,0
INV004812,121551.2,2026-07-04,15
INV004813,285223.45,2026-06-03,0
INV004814,2297859.99,2026-06-18,0
INV004815,640011.61,2026-06-13,0
INV004816,2060191.69,2026-07-25,30
INV004817,2282361.14,2026-07-15,30
INV004818,880181.4,2026-06-09,0
INV004819,1275596.35,2026-06-26,15
INV004820,755347.57,2026-07-05,15
INV004821,363457.22,2026-06-26,0
INV004822,491498.5,2026-06-01,0
INV004823,292449.64,2026-07-25,45
INV004824,181402.69,2026-06-17,0
INV004825,103278.28,2026-06-16,0
INV004826,125786.64,2026-09-07,90
INV004827,285866.0,2026-07-09,30
INV004828,258669.86,2026-06-22,0
INV004829,70138.46,2026-06-27,0
INV004830,202129.3,2026-06-05,0
INV004831,167844.79,2026-07-11,15
INV004832,69961.46,2026-08-09,45
INV004833,57924.66,2026-06-16,15
INV004834,281518.22,2026-06-11,0
INV004835,250636.42,2026-06-07,0
INV004836,276589.54,2026-06-14,0
INV004837,1920796.42,2026-06-02,0
INV004838,867316.24,2026-06-01,0
INV004839,1196556.41,2026-07-23,30
INV004840,891792.09,2026-06-18,0
INV004841,1341373.82,2026-06-16,0
INV004842,1836568.54,2026-07-13,30
INV004843,2019723.54,2026-06-23,0
INV004844,2037811.06,2026-06-21,0
INV004845,720620.89,2026-06-25,0
INV004846,1827192.24,2026-06-05,0
INV004847,677775.84,2026-06-15,0
INV004848,702977.19,2026-06-07,0
INV004849,356476.46,2026-06-24,0
INV004850,660147.98,2026-08-25,60
INV004851,1173944.03,2026-06-19,0
INV004852,423340.84,2026-06-23,0
INV004853,821571.63,2026-06-15,0
INV004854,806266.62,2026-06-25,0
INV004855,263650.15,2026-09-01,90
INV004856,640437.08,2026-06-16,0
INV004857,540685.66,2026-06-25,0
INV004858,402433.84,2026-07-15,30
INV004859,100818.79,2026-06-14,0
INV004860,535507.65,2026-08-24,60
INV004861,584672.37,2026-09-19,90
INV004862,886510.86,2026-06-01,0
INV004863,326945.23,2026-07-07,30
INV004864,605528.81,2026-08-16,60
INV004865,214691.17,2026-06-01,0
INV004866,419394.57,2026-06-10,0
INV004867,829817.44,2026-07-24,30
INV004868,841908.38,2026-06-18,0
INV004869,635504.1,2026-07-01,15
INV004870,221578.6,2026-06-16,0
INV004871,474086.76,2026-06-05,0
INV004872,861268.2,2026-07-04,30
INV004873,777164.05,2026-06-20,0
INV004874,896864.21,2026-06-25,0
INV004875,554497.26,2026-06-26,0
INV004876,486047.89,2026-06-17,0
INV004877,506195.87,2026-06-17,15
INV004878,322614.13,2026-06-06,0
INV004879,321527.58,2026-08-20,60
INV004880,521255.85,2026-08-03,60
INV004881,397261.61,2026-06-08,0
INV004882,212694.56,2026-06-04,0
INV004883,216114.77,2026-06-25,0
INV004884,271318.9,2026-06-12,0
INV004885,255313.78,2026-06-03,0
INV004886,350925.62,2026-06-16,15
INV004887,514396.64,2026-06-09,0
INV004888,267841.97,2026-07-06,15
INV004889,103285.83,2026-07-25,45
INV004890,535130.04,2026-06-20,0
INV004891,517531.01,2026-07-05,15
INV004892,666949.4,2026-06-07,0
INV004893,1413984.46,2026-06-18,0
INV004894,771065.16,2026-07-12,15
INV004895,402531.82,2026-06-15,0
INV004896,842992.47,2026-06-29,15
INV004897,1883096.28,2026-06-20,0
INV004898,1938970.58,2026-06-26,0
INV004899,465134.45,2026-06-27,0
INV004900,549311.43,2026-08-09,60
INV004901,1053247.04,2026-06-14,0
INV004902,1317134.33,2026-06-26,15
INV004903,716384.76,2026-06-01,0
INV004904,996015.33,2026-06-27,0
INV004905,763457.43,2026-06-06,0
INV004906,967377.29,2026-06-10,0
INV004907,659216.26,2026-06-20,0
INV004908,779160.09,2026-06-04,0
INV004909,184307.11,2026-07-19,30
INV004910,154949.92,2026-06-17,0
INV004911,53241.72,2026-06-05,0
INV004912,49303.85,2026-06-27,15
INV004913,109668.11,2026-06-08,0
INV004914,273652.54,2026-06-19,0
INV004915,50268.21,2026-07-12,30
INV004916,89506.6,2026-09-02,90
INV004917,279280.73,2026-07-11,30
INV004918,306922.74,2026-06-01,0
