Invoice_No,Date,Employee_ID,Customer_ID,Product_ID,Revenue,Margin,Discount_Pct,Invoice_Value,Month,Year,Quarter,Region,Division,Employee_Name,Designation,Performance_Tier,Customer_Name,Segment,Industry,Customer_Tier,Product_Name,Product_Division,Base_Margin_Pct,Unit_Count,Unit_Label
INV004207,2026-04-25,EMP049,CUST0016,PRD003,410994.69,44855.1,8.62,425003.05,Apr,2026,Q2,West,Express,Rep 49,Sales Executive,Focus,ITC Distribution,Growth,Pharma,Healthy,Same-Day,Express,13.5,1485,Parcels
INV004208,2026-04-11,EMP049,CUST0072,PRD001,242437.56,18914.24,10.33,238430.47,Apr,2026,Q2,West,Express,Rep 49,Sales Executive,Focus,India B2B Account 72,Growth,E-commerce,Healthy,Domestic Express,Express,10.9,1258,Parcels
INV004209,2026-04-18,EMP050,CUST0057,PRD008,559988.13,49126.73,10.76,542607.49,Apr,2026,Q2,Central,Freight Forward,Rep 50,Sales Executive,Focus,India B2B Account 57,Growth,Manufacturing,Healthy,Project Cargo,Freight Forward,12.0,1,Shipments
INV004210,2026-04-11,EMP050,CUST0001,PRD007,1308370.52,294500.01,10.97,1346797.11,Apr,2026,Q2,Central,Freight Forward,Rep 50,Sales Executive,Focus,Flipkart Marketplace,Growth,Pharma,Healthy,Customs Clearance,Freight Forward,25.8,1,Shipments
INV004211,2026-04-24,EMP050,CUST0019,PRD007,917896.42,208193.1,10.39,945375.15,Apr,2026,Q2,Central,Freight Forward,Rep 50,Sales Executive,Focus,D-Mart Supply Chain,Growth,E-commerce,Healthy,Customs Clearance,Freight Forward,25.8,2,Shipments
INV004212,2026-04-18,EMP050,CUST0177,PRD005,555317.22,50845.3,9.48,554265.73,Apr,2026,Q2,Central,Freight Forward,Rep 50,Sales Executive,Focus,India B2B Account 177,Standard,Textile,Healthy,Air Freight,Freight Forward,12.0,1,Shipments
INV004213,2026-04-02,EMP050,CUST0008,PRD007,654868.73,152627.46,8.31,655066.94,Apr,2026,Q2,Central,Freight Forward,Rep 50,Sales Executive,Focus,Samsung India,Standard,Pharma,Healthy,Customs Clearance,Freight Forward,25.8,1,Shipments
INV004214,2026-04-23,EMP050,CUST0179,PRD007,1159932.67,266241.08,9.49,1212253.83,Apr,2026,Q2,Central,Freight Forward,Rep 50,Sales Executive,Focus,India B2B Account 179,Growth,Electronics,Healthy,Customs Clearance,Freight Forward,25.8,1,Shipments
INV004215,2026-04-02,EMP050,CUST0047,PRD007,1013196.96,240703.57,6.81,1057593.37,Apr,2026,Q2,Central,Freight Forward,Rep 50,Sales Executive,Focus,India B2B Account 47,Growth,Electronics,Healthy,Customs Clearance,Freight Forward,25.8,1,Shipments
INV004216,2026-04-23,EMP050,CUST0053,PRD008,684013.48,62229.71,9.67,680159.14,Apr,2026,Q2,Central,Freight Forward,Rep 50,Sales Executive,Focus,India B2B Account 53,VIP,FMCG,Healthy,Project Cargo,Freight Forward,12.0,1,Shipments
INV004217,2026-04-07,EMP050,CUST0097,PRD006,1200259.56,131134.98,9.58,1229850.78,Apr,2026,Q2,Central,Freight Forward,Rep 50,Sales Executive,Focus,India B2B Account 97,Standard,Healthcare,Healthy,Sea Freight,Freight Forward,13.8,1,Shipments
INV004218,2026-04-24,EMP050,CUST0170,PRD005,268729.16,24802.29,9.24,259323.7,Apr,2026,Q2,Central,Freight Forward,Rep 50,Sales Executive,Focus,India B2B Account 170,Growth,Manufacturing,Healthy,Air Freight,Freight Forward,12.0,2,Shipments
INV004219,2026-05-03,EMP001,CUST0012,PRD003,212253.45,27467.55,1.86,206741.45,May,2026,Q2,North,Express,Rep 1,Sales Executive,Healthy,Sun Pharma,Growth,Pharma,Healthy,Same-Day,Express,13.5,1134,Parcels
INV004220,2026-05-02,EMP001,CUST0197,PRD004,217235.18,24606.13,8.24,217709.24,May,2026,Q2,North,Express,Rep 1,Sales Executive,Healthy,Zenith Export House,Standard,Textile,Focus,COD Services,Express,13.8,812,Parcels
INV004221,2026-05-09,EMP001,CUST0107,PRD004,574192.0,75601.34,2.11,594704.09,May,2026,Q2,North,Express,Rep 1,Sales Executive,Healthy,India B2B Account 107,VIP,Auto,Healthy,COD Services,Express,13.8,1949,Parcels
INV004222,2026-05-23,EMP001,CUST0122,PRD004,326370.05,42404.42,2.69,319015.83,May,2026,Q2,North,Express,Rep 1,Sales Executive,Healthy,India B2B Account 122,Standard,Manufacturing,Healthy,COD Services,Express,13.8,1261,Parcels
INV004223,2026-05-26,EMP001,CUST0097,PRD001,202785.48,20631.59,2.42,200459.78,May,2026,Q2,North,Express,Rep 1,Sales Executive,Healthy,India B2B Account 97,Standard,Healthcare,Healthy,Domestic Express,Express,10.9,1200,Parcels
INV004224,2026-05-24,EMP001,CUST0044,PRD003,389718.93,50262.55,2.01,403194.65,May,2026,Q2,North,Express,Rep 1,Sales Executive,Healthy,India B2B Account 44,Growth,Electronics,Healthy,Same-Day,Express,13.5,1656,Parcels
INV004225,2026-05-06,EMP001,CUST0172,PRD001,377045.17,39149.59,1.72,378584.83,May,2026,Q2,North,Express,Rep 1,Sales Executive,Healthy,India B2B Account 172,Growth,Electronics,Healthy,Domestic Express,Express,10.9,2129,Parcels
INV004226,2026-05-14,EMP001,CUST0130,PRD001,228898.71,23139.8,2.64,219968.05,May,2026,Q2,North,Express,Rep 1,Sales Executive,Healthy,India B2B Account 130,VIP,Pharma,Healthy,Domestic Express,Express,10.9,837,Parcels
INV004227,2026-05-19,EMP001,CUST0039,PRD003,185528.48,23054.47,3.58,176953.02,May,2026,Q2,North,Express,Rep 1,Sales Executive,Healthy,India B2B Account 39,Standard,E-commerce,Healthy,Same-Day,Express,13.5,1031,Parcels
INV004228,2026-05-02,EMP001,CUST0107,PRD004,206303.69,27969.48,0.81,211097.92,May,2026,Q2,North,Express,Rep 1,Sales Executive,Healthy,India B2B Account 107,VIP,Auto,Healthy,COD Services,Express,13.8,741,Parcels
INV004229,2026-05-26,EMP001,CUST0066,PRD001,130767.22,12676.13,4.02,126855.29,May,2026,Q2,North,Express,Rep 1,Sales Executive,Healthy,India B2B Account 66,Standard,E-commerce,Healthy,Domestic Express,Express,10.9,626,Parcels
INV004230,2026-05-02,EMP001,CUST0055,PRD001,581545.0,62355.52,0.59,601849.2,May,2026,Q2,North,Express,Rep 1,Sales Executive,Healthy,India B2B Account 55,Growth,Electronics,Healthy,Domestic Express,Express,10.9,2137,Parcels
INV004231,2026-05-16,EMP001,CUST0089,PRD001,275005.41,26352.65,4.39,275802.32,May,2026,Q2,North,Express,Rep 1,Sales Executive,Healthy,India B2B Account 89,Standard,E-commerce,Healthy,Domestic Express,Express,10.9,1325,Parcels
INV004232,2026-05-10,EMP002,CUST0030,PRD005,396136.08,43014.03,3.81,382390.92,May,2026,Q2,South,Freight Forward,Rep 2,Sales Executive,Healthy,Boat Lifestyle,Growth,Auto,Healthy,Air Freight,Freight Forward,12.0,2,Shipments
INV004233,2026-05-17,EMP002,CUST0184,PRD006,856041.86,95194.57,8.93,834049.51,May,2026,Q2,South,Freight Forward,Rep 2,Sales Executive,Healthy,Fortis Healthcare,Risk,Manufacturing,Focus,Sea Freight,Freight Forward,13.8,1,Shipments
INV004234,2026-05-05,EMP002,CUST0144,PRD006,1502241.77,191377.03,3.54,1479483.93,May,2026,Q2,South,Freight Forward,Rep 2,Sales Executive,Healthy,India B2B Account 144,Standard,FMCG,Healthy,Sea Freight,Freight Forward,13.8,2,Shipments
INV004235,2026-05-21,EMP002,CUST0026,PRD005,1817391.83,198229.09,3.64,1903640.23,May,2026,Q2,South,Freight Forward,Rep 2,Sales Executive,Healthy,Swiggy Instamart,VIP,Healthcare,Healthy,Air Freight,Freight Forward,12.0,1,Shipments
INV004236,2026-05-04,EMP002,CUST0032,PRD008,1510224.9,174805.24,1.42,1526564.98,May,2026,Q2,South,Freight Forward,Rep 2,Sales Executive,Healthy,India B2B Account 32,VIP,Healthcare,Healthy,Project Cargo,Freight Forward,12.0,1,Shipments
INV004237,2026-05-20,EMP003,CUST0058,PRD010,893263.03,171634.31,1.95,848881.11,May,2026,Q2,East,Logistics,Rep 3,Sales Executive,Healthy,India B2B Account 58,Growth,Textile,Healthy,Last-Mile,Logistics,19.8,18,Shipments
INV004238,2026-05-06,EMP003,CUST0166,PRD009,432586.18,85656.52,1.0,450172.83,May,2026,Q2,East,Logistics,Rep 3,Sales Executive,Healthy,India B2B Account 166,VIP,FMCG,Healthy,Warehousing,Logistics,20.1,12,Shipments
INV004239,2026-05-13,EMP003,CUST0034,PRD012,444717.26,79119.2,3.7,422946.22,May,2026,Q2,East,Logistics,Rep 3,Sales Executive,Healthy,India B2B Account 34,Growth,Textile,Healthy,E-commerce Fulfillment,Logistics,18.9,10,Shipments
INV004240,2026-05-10,EMP003,CUST0087,PRD010,1179060.41,221486.03,3.38,1150265.16,May,2026,Q2,East,Logistics,Rep 3,Sales Executive,Healthy,India B2B Account 87,Growth,Electronics,Healthy,Last-Mile,Logistics,19.8,25,Shipments
INV004241,2026-05-03,EMP003,CUST0066,PRD009,1112241.29,216201.21,2.21,1077835.54,May,2026,Q2,East,Logistics,Rep 3,Sales Executive,Healthy,India B2B Account 66,Standard,E-commerce,Healthy,Warehousing,Logistics,20.1,32,Shipments
INV004242,2026-05-26,EMP003,CUST0050,PRD009,486670.76,96256.56,1.07,501898.73,May,2026,Q2,East,Logistics,Rep 3,Sales Executive,Healthy,India B2B Account 50,Growth,Pharma,Healthy,Warehousing,Logistics,20.1,14,Shipments
INV004243,2026-05-01,EMP004,CUST0039,PRD003,497448.6,63050.36,2.75,484854.12,May,2026,Q2,West,Express,Rep 4,VP Sales,Healthy,India B2B Account 39,Standard,E-commerce,Healthy,Same-Day,Express,13.5,2651,Parcels
INV004244,2026-05-09,EMP004,CUST0125,PRD002,343256.68,39007.78,2.79,352582.35,May,2026,Q2,West,Express,Rep 4,VP Sales,Healthy,India B2B Account 125,VIP,FMCG,Healthy,International Express,Express,12.2,1435,Parcels
INV004245,2026-05-02,EMP004,CUST0084,PRD001,543218.89,57186.77,1.24,561502.41,May,2026,Q2,West,Express,Rep 4,VP Sales,Healthy,India B2B Account 84,Standard,Textile,Healthy,Domestic Express,Express,10.9,2253,Parcels
INV004246,2026-05-05,EMP004,CUST0167,PRD001,254181.6,24523.45,4.17,262689.41,May,2026,Q2,West,Express,Rep 4,VP Sales,Healthy,India B2B Account 167,VIP,Manufacturing,Healthy,Domestic Express,Express,10.9,683,Parcels
INV004247,2026-05-16,EMP004,CUST0131,PRD001,188461.66,18794.51,3.09,183956.31,May,2026,Q2,West,Express,Rep 4,VP Sales,Healthy,India B2B Account 131,Standard,Electronics,Healthy,Domestic Express,Express,10.9,816,Parcels
INV004248,2026-05-01,EMP004,CUST0108,PRD003,267712.21,33620.96,3.14,263030.89,May,2026,Q2,West,Express,Rep 4,VP Sales,Healthy,India B2B Account 108,Standard,Electronics,Healthy,Same-Day,Express,13.5,822,Parcels
INV004249,2026-05-09,EMP005,CUST0089,PRD005,1130771.78,123959.79,3.46,1125925.2,May,2026,Q2,Central,Freight Forward,Rep 5,Sales Manager,Healthy,India B2B Account 89,Standard,E-commerce,Healthy,Air Freight,Freight Forward,12.0,1,Shipments
INV004250,2026-05-03,EMP005,CUST0200,PRD007,837313.44,189545.03,10.54,813890.79,May,2026,Q2,Central,Freight Forward,Rep 5,Sales Manager,Healthy,Apex Industrial Tools,Standard,Textile,Focus,Customs Clearance,Freight Forward,25.8,1,Shipments
INV004251,2026-05-24,EMP005,CUST0024,PRD008,1262355.29,136980.82,3.83,1310259.63,May,2026,Q2,Central,Freight Forward,Rep 5,Sales Manager,Healthy,Aditya Birla Fashion,VIP,Pharma,Healthy,Project Cargo,Freight Forward,12.0,1,Shipments
INV004252,2026-05-22,EMP005,CUST0031,PRD005,522218.89,61611.22,0.67,505422.02,May,2026,Q2,Central,Freight Forward,Rep 5,Sales Manager,Healthy,India B2B Account 31,Growth,FMCG,Healthy,Air Freight,Freight Forward,12.0,1,Shipments
INV004253,2026-05-16,EMP005,CUST0028,PRD007,1418122.46,358354.68,1.77,1435387.26,May,2026,Q2,Central,Freight Forward,Rep 5,Sales Manager,Healthy,BigBasket Fulfillment,Standard,FMCG,Healthy,Customs Clearance,Freight Forward,25.8,1,Shipments
INV004254,2026-05-15,EMP005,CUST0181,PRD006,1225081.98,141794.37,7.42,1173867.96,May,2026,Q2,Central,Freight Forward,Rep 5,Sales Manager,Healthy,City Care Hospital,Risk,FMCG,Focus,Sea Freight,Freight Forward,13.8,1,Shipments
INV004255,2026-05-23,EMP006,CUST0012,PRD012,485208.48,87825.03,2.67,473656.48,May,2026,Q2,North,Logistics,Rep 6,Sales Executive,Healthy,Sun Pharma,Growth,Pharma,Healthy,E-commerce Fulfillment,Logistics,18.9,12,Shipments
INV004256,2026-05-05,EMP006,CUST0158,PRD011,597086.98,99282.84,2.24,603150.93,May,2026,Q2,North,Logistics,Rep 6,Sales Executive,Healthy,India B2B Account 158,Standard,E-commerce,Healthy,Cold Chain,Logistics,17.3,25,Shipments
INV004257,2026-05-18,EMP006,CUST0057,PRD012,292194.69,53558.95,1.9,280213.17,May,2026,Q2,North,Logistics,Rep 6,Sales Executive,Healthy,India B2B Account 57,Growth,Manufacturing,Healthy,E-commerce Fulfillment,Logistics,18.9,6,Shipments
INV004258,2026-05-11,EMP006,CUST0079,PRD009,844333.38,167590.33,0.84,875447.21,May,2026,Q2,North,Logistics,Rep 6,Sales Executive,Healthy,India B2B Account 79,Growth,Healthcare,Healthy,Warehousing,Logistics,20.1,18,Shipments
INV004259,2026-05-16,EMP006,CUST0137,PRD010,205098.27,40033.06,0.94,215112.18,May,2026,Q2,North,Logistics,Rep 6,Sales Executive,Healthy,India B2B Account 137,Growth,Textile,Healthy,Last-Mile,Logistics,19.8,6,Shipments
INV004260,2026-05-26,EMP006,CUST0070,PRD009,1127833.28,212587.39,4.17,1133290.12,May,2026,Q2,North,Logistics,Rep 6,Sales Executive,Healthy,India B2B Account 70,Standard,FMCG,Healthy,Warehousing,Logistics,20.1,38,Shipments
INV004261,2026-05-20,EMP006,CUST0128,PRD009,737026.58,139672.28,3.83,739040.76,May,2026,Q2,North,Logistics,Rep 6,Sales Executive,Healthy,India B2B Account 128,VIP,E-commerce,Healthy,Warehousing,Logistics,20.1,28,Shipments
INV004262,2026-05-22,EMP006,CUST0048,PRD009,587716.99,116667.09,0.83,562050.0,May,2026,Q2,North,Logistics,Rep 6,Sales Executive,Healthy,India B2B Account 48,Standard,Manufacturing,Healthy,Warehousing,Logistics,20.1,17,Shipments
INV004263,2026-05-03,EMP006,CUST0190,PRD011,494527.78,70494.36,10.15,489672.99,May,2026,Q2,North,Logistics,Rep 6,Sales Executive,Healthy,QuickCart Sellers,Standard,Auto,Focus,Cold Chain,Logistics,17.3,11,Shipments
INV004264,2026-05-25,EMP006,CUST0015,PRD011,857202.96,145352.72,1.14,844540.55,May,2026,Q2,North,Logistics,Rep 6,Sales Executive,Healthy,Hindustan Unilever,Standard,Pharma,Healthy,Cold Chain,Logistics,17.3,60,Shipments
INV004265,2026-05-06,EMP006,CUST0112,PRD012,618367.83,110938.2,3.2,618960.78,May,2026,Q2,North,Logistics,Rep 6,Sales Executive,Healthy,India B2B Account 112,Growth,FMCG,Healthy,E-commerce Fulfillment,Logistics,18.9,16,Shipments
INV004266,2026-05-15,EMP006,CUST0104,PRD011,227948.35,36626.62,4.11,235338.78,May,2026,Q2,North,Logistics,Rep 6,Sales Executive,Healthy,India B2B Account 104,Standard,E-commerce,Healthy,Cold Chain,Logistics,17.3,14,Shipments
INV004267,2026-05-13,EMP007,CUST0123,PRD004,282183.28,37176.9,2.08,293806.74,May,2026,Q2,South,Express,Rep 7,Regional Director,Healthy,India B2B Account 123,Growth,Pharma,Healthy,COD Services,Express,13.8,1441,Parcels
INV004268,2026-05-17,EMP007,CUST0109,PRD001,506923.69,52439.18,1.85,508292.67,May,2026,Q2,South,Express,Rep 7,Regional Director,Healthy,India B2B Account 109,VIP,Healthcare,Healthy,Domestic Express,Express,10.9,1898,Parcels
INV004269,2026-05-14,EMP007,CUST0093,PRD003,618672.79,78830.35,2.53,627542.89,May,2026,Q2,South,Express,Rep 7,Regional Director,Healthy,India B2B Account 93,Standard,Electronics,Healthy,Same-Day,Express,13.5,1944,Parcels
INV004270,2026-05-02,EMP007,CUST0143,PRD002,604403.83,67519.7,3.43,597953.76,May,2026,Q2,South,Express,Rep 7,Regional Director,Healthy,India B2B Account 143,Growth,Healthcare,Healthy,International Express,Express,12.2,2827,Parcels
INV004271,2026-05-27,EMP007,CUST0122,PRD001,78494.45,8064.72,2.09,78925.03,May,2026,Q2,South,Express,Rep 7,Regional Director,Healthy,India B2B Account 122,Standard,Manufacturing,Healthy,Domestic Express,Express,10.9,301,Parcels
INV004272,2026-05-26,EMP007,CUST0029,PRD001,613936.94,59860.08,3.83,610491.77,May,2026,Q2,South,Express,Rep 7,Regional Director,Healthy,Urban Company,Growth,Manufacturing,Healthy,Domestic Express,Express,10.9,2881,Parcels
INV004273,2026-05-14,EMP007,CUST0041,PRD003,158163.04,19493.12,3.92,160943.4,May,2026,Q2,South,Express,Rep 7,Regional Director,Healthy,India B2B Account 41,VIP,Healthcare,Healthy,Same-Day,Express,13.5,583,Parcels
INV004274,2026-05-09,EMP008,CUST0073,PRD008,538944.66,63388.18,0.79,545714.09,May,2026,Q2,East,Freight Forward,Rep 8,Regional Director,Healthy,India B2B Account 73,Growth,Pharma,Healthy,Project Cargo,Freight Forward,12.0,1,Shipments
INV004275,2026-05-06,EMP008,CUST0127,PRD007,1502847.61,368716.11,4.22,1499314.22,May,2026,Q2,East,Freight Forward,Rep 8,Regional Director,Healthy,India B2B Account 127,VIP,Electronics,Healthy,Customs Clearance,Freight Forward,25.8,1,Shipments
INV004276,2026-05-17,EMP008,CUST0114,PRD006,1367551.81,177526.49,2.73,1414487.67,May,2026,Q2,East,Freight Forward,Rep 8,Regional Director,Healthy,India B2B Account 114,Growth,E-commerce,Healthy,Sea Freight,Freight Forward,13.8,2,Shipments
INV004277,2026-05-05,EMP008,CUST0140,PRD005,1532733.55,181025.78,0.63,1560175.43,May,2026,Q2,East,Freight Forward,Rep 8,Regional Director,Healthy,India B2B Account 140,VIP,Pharma,Healthy,Air Freight,Freight Forward,12.0,1,Shipments
INV004278,2026-05-12,EMP008,CUST0015,PRD005,1344341.7,151514.71,2.43,1392751.62,May,2026,Q2,East,Freight Forward,Rep 8,Regional Director,Healthy,Hindustan Unilever,Standard,Pharma,Healthy,Air Freight,Freight Forward,12.0,1,Shipments
INV004279,2026-05-04,EMP008,CUST0038,PRD006,681621.77,87706.36,3.11,672259.24,May,2026,Q2,East,Freight Forward,Rep 8,Regional Director,Healthy,India B2B Account 38,Growth,Auto,Healthy,Sea Freight,Freight Forward,13.8,1,Shipments
INV004280,2026-05-12,EMP008,CUST0169,PRD008,426337.95,48704.24,1.92,442394.03,May,2026,Q2,East,Freight Forward,Rep 8,Regional Director,Healthy,India B2B Account 169,Standard,Textile,Healthy,Project Cargo,Freight Forward,12.0,1,Shipments
INV004281,2026-05-27,EMP008,CUST0118,PRD006,1047802.98,142923.13,0.53,996058.63,May,2026,Q2,East,Freight Forward,Rep 8,Regional Director,Healthy,India B2B Account 118,Growth,Pharma,Healthy,Sea Freight,Freight Forward,13.8,2,Shipments
INV004282,2026-05-18,EMP008,CUST0184,PRD006,1539706.68,183758.76,6.22,1485342.27,May,2026,Q2,East,Freight Forward,Rep 8,Regional Director,Healthy,Fortis Healthcare,Risk,Manufacturing,Focus,Sea Freight,Freight Forward,13.8,1,Shipments
INV004283,2026-05-02,EMP008,CUST0198,PRD007,520315.2,119233.52,9.61,521850.29,May,2026,Q2,East,Freight Forward,Rep 8,Regional Director,Healthy,CarePlus Diagnostics,Risk,Electronics,Focus,Customs Clearance,Freight Forward,25.8,1,Shipments
INV004284,2026-05-18,EMP008,CUST0115,PRD005,1750679.27,203836.45,1.19,1709581.99,May,2026,Q2,East,Freight Forward,Rep 8,Regional Director,Healthy,India B2B Account 115,Growth,FMCG,Healthy,Air Freight,Freight Forward,12.0,1,Shipments
INV004285,2026-05-10,EMP009,CUST0100,PRD010,857884.69,164787.38,1.97,824978.25,May,2026,Q2,West,Logistics,Rep 9,Regional Director,Healthy,India B2B Account 100,VIP,Healthcare,Healthy,Last-Mile,Logistics,19.8,25,Shipments
INV004286,2026-05-09,EMP009,CUST0158,PRD011,210922.7,34660.05,2.89,216881.35,May,2026,Q2,West,Logistics,Rep 9,Regional Director,Healthy,India B2B Account 158,Standard,E-commerce,Healthy,Cold Chain,Logistics,17.3,6,Shipments
INV004287,2026-05-12,EMP009,CUST0115,PRD012,362546.01,63749.93,4.39,352080.51,May,2026,Q2,West,Logistics,Rep 9,Regional Director,Healthy,India B2B Account 115,Growth,FMCG,Healthy,E-commerce Fulfillment,Logistics,18.9,18,Shipments
INV004288,2026-05-01,EMP009,CUST0049,PRD010,676971.76,131434.94,1.28,693829.59,May,2026,Q2,West,Logistics,Rep 9,Regional Director,Healthy,India B2B Account 49,VIP,Electronics,Healthy,Last-Mile,Logistics,19.8,13,Shipments
INV004289,2026-05-15,EMP009,CUST0133,PRD011,654260.92,109770.06,1.74,675685.47,May,2026,Q2,West,Logistics,Rep 9,Regional Director,Healthy,India B2B Account 133,Growth,Healthcare,Healthy,Cold Chain,Logistics,17.3,14,Shipments
INV004290,2026-05-04,EMP009,CUST0092,PRD009,431889.68,84293.69,1.94,440477.93,May,2026,Q2,West,Logistics,Rep 9,Regional Director,Healthy,India B2B Account 92,Standard,Textile,Healthy,Warehousing,Logistics,20.1,11,Shipments
INV004291,2026-05-10,EMP009,CUST0087,PRD012,660546.89,120260.18,2.31,678121.43,May,2026,Q2,West,Logistics,Rep 9,Regional Director,Healthy,India B2B Account 87,Growth,Electronics,Healthy,E-commerce Fulfillment,Logistics,18.9,14,Shipments
INV004292,2026-05-03,EMP010,CUST0030,PRD001,186382.95,19239.51,1.92,187830.86,May,2026,Q2,Central,Express,Rep 10,Sales Executive,Healthy,Boat Lifestyle,Growth,Auto,Healthy,Domestic Express,Express,10.9,738,Parcels
INV004293,2026-05-05,EMP010,CUST0049,PRD001,425087.59,41177.53,4.04,442291.82,May,2026,Q2,Central,Express,Rep 10,Sales Executive,Healthy,India B2B Account 49,VIP,Electronics,Healthy,Domestic Express,Express,10.9,2545,Parcels
INV004294,2026-05-10,EMP010,CUST0115,PRD001,104442.33,10601.94,2.5,104666.12,May,2026,Q2,Central,Express,Rep 10,Sales Executive,Healthy,India B2B Account 115,Growth,FMCG,Healthy,Domestic Express,Express,10.9,481,Parcels
INV004295,2026-05-26,EMP010,CUST0132,PRD002,200054.81,22719.48,2.81,207341.09,May,2026,Q2,Central,Express,Rep 10,Sales Executive,Healthy,India B2B Account 132,Standard,FMCG,Healthy,International Express,Express,12.2,514,Parcels
INV004296,2026-05-17,EMP010,CUST0039,PRD004,397922.3,50543.99,3.66,410299.6,May,2026,Q2,Central,Express,Rep 10,Sales Executive,Healthy,India B2B Account 39,Standard,E-commerce,Healthy,COD Services,Express,13.8,2439,Parcels
INV004297,2026-05-22,EMP010,CUST0071,PRD003,321624.49,40591.4,2.93,318791.53,May,2026,Q2,Central,Express,Rep 10,Sales Executive,Healthy,India B2B Account 71,Growth,Manufacturing,Healthy,Same-Day,Express,13.5,2046,Parcels
INV004298,2026-05-12,EMP010,CUST0090,PRD002,497339.14,58193.46,1.66,486000.21,May,2026,Q2,Central,Express,Rep 10,Sales Executive,Healthy,India B2B Account 90,Standard,Electronics,Healthy,International Express,Express,12.2,2782,Parcels
INV004299,2026-05-07,EMP011,CUST0169,PRD007,461640.26,117040.7,1.49,441413.54,May,2026,Q2,North,Freight Forward,Rep 11,Sales Manager,Healthy,India B2B Account 169,Standard,Textile,Healthy,Customs Clearance,Freight Forward,25.8,1,Shipments
INV004300,2026-05-25,EMP011,CUST0008,PRD007,1440885.56,354627.92,3.96,1381318.79,May,2026,Q2,North,Freight Forward,Rep 11,Sales Manager,Healthy,Samsung India,Standard,Pharma,Healthy,Customs Clearance,Freight Forward,25.8,1,Shipments
INV004301,2026-05-15,EMP011,CUST0186,PRD006,1448291.03,160417.98,9.08,1426547.81,May,2026,Q2,North,Freight Forward,Rep 11,Sales Manager,Healthy,North Star Pharma,Standard,Auto,Focus,Sea Freight,Freight Forward,13.8,2,Shipments
INV004302,2026-05-12,EMP011,CUST0048,PRD007,1020717.29,249772.19,4.43,973487.73,May,2026,Q2,North,Freight Forward,Rep 11,Sales Manager,Healthy,India B2B Account 48,Standard,Manufacturing,Healthy,Customs Clearance,Freight Forward,25.8,2,Shipments
INV004303,2026-05-02,EMP011,CUST0136,PRD007,286854.37,72443.09,1.82,284643.51,May,2026,Q2,North,Freight Forward,Rep 11,Sales Manager,Healthy,India B2B Account 136,Standard,Manufacturing,Healthy,Customs Clearance,Freight Forward,25.8,2,Shipments
INV004304,2026-05-01,EMP011,CUST0089,PRD005,708830.48,76882.34,3.85,730652.39,May,2026,Q2,North,Freight Forward,Rep 11,Sales Manager,Healthy,India B2B Account 89,Standard,E-commerce,Healthy,Air Freight,Freight Forward,12.0,1,Shipments
INV004305,2026-05-05,EMP012,CUST0184,PRD009,362569.74,66229.82,6.11,350692.37,May,2026,Q2,South,Logistics,Rep 12,Sales Executive,Healthy,Fortis Healthcare,Risk,Manufacturing,Focus,Warehousing,Logistics,20.1,9,Shipments
INV004306,2026-05-24,EMP012,CUST0050,PRD012,851833.79,156309.13,1.83,877966.39,May,2026,Q2,South,Logistics,Rep 12,Sales Executive,Healthy,India B2B Account 50,Growth,Pharma,Healthy,E-commerce Fulfillment,Logistics,18.9,20,Shipments
INV004307,2026-05-03,EMP012,CUST0036,PRD010,1221208.17,229491.74,3.36,1236422.75,May,2026,Q2,South,Logistics,Rep 12,Sales Executive,Healthy,India B2B Account 36,Growth,Auto,Healthy,Last-Mile,Logistics,19.8,56,Shipments
INV004308,2026-05-12,EMP012,CUST0123,PRD009,666878.0,126527.18,3.76,694671.18,May,2026,Q2,South,Logistics,Rep 12,Sales Executive,Healthy,India B2B Account 123,Growth,Pharma,Healthy,Warehousing,Logistics,20.1,34,Shipments
INV004309,2026-05-27,EMP012,CUST0093,PRD010,679044.33,130832.88,1.78,653240.03,May,2026,Q2,South,Logistics,Rep 12,Sales Executive,Healthy,India B2B Account 93,Standard,Electronics,Healthy,Last-Mile,Logistics,19.8,41,Shipments
INV004310,2026-05-04,EMP012,CUST0023,PRD011,937357.79,158122.04,1.44,905673.86,May,2026,Q2,South,Logistics,Rep 12,Sales Executive,Healthy,Titan Company,VIP,FMCG,Healthy,Cold Chain,Logistics,17.3,34,Shipments
INV004311,2026-05-17,EMP013,CUST0017,PRD001,515768.46,49355.98,4.44,508319.83,May,2026,Q2,East,Express,Rep 13,Sales Manager,Healthy,Nestle India,Standard,E-commerce,Healthy,Domestic Express,Express,10.9,1550,Parcels
INV004312,2026-05-01,EMP013,CUST0126,PRD003,541085.79,68993.97,2.5,544156.41,May,2026,Q2,East,Express,Rep 13,Sales Manager,Healthy,India B2B Account 126,VIP,Healthcare,Healthy,Same-Day,Express,13.5,2574,Parcels
INV004313,2026-05-26,EMP013,CUST0001,PRD001,475754.03,46962.6,3.43,456523.69,May,2026,Q2,East,Express,Rep 13,Sales Manager,Healthy,Flipkart Marketplace,Growth,Pharma,Healthy,Domestic Express,Express,10.9,1876,Parcels
INV004314,2026-05-24,EMP013,CUST0192,PRD001,394578.58,34730.64,6.99,388550.32,May,2026,Q2,East,Express,Rep 13,Sales Manager,Healthy,Central Medical Stores,Risk,Healthcare,Focus,Domestic Express,Express,10.9,1871,Parcels
